"created_on","provincia","partido","rooms","surface_total","surface_covered","price","currency","title","property_type","operation_type","lat","lon"
"202006","GBA","Tigre",3,190,80,50000,"ARS","DEPARTAMENTO AMOBLADO EN ALQUILER ANUAL EN PORTEZUELO - NORDELTA!!","Departamento","Alquiler",-34.4040675,-58.6506282
"202006","CABA","Comuna 5",3,65,60,26000,"ARS","ALQUILER - 3 AMBIENTES EN ALMAGRO","Departamento","Alquiler",-34.6045756535,-58.4304587196
"202006","CABA","Comuna 13",3,60,60,25000,"ARS","Departamento de 3 ambientes en Alquiler en Belgrano","Departamento","Alquiler",-34.5618901735,-58.4579080628
"202006","CABA","Comuna 13",3,114,91,150000,"ARS","Unidad 3 ambientes en alquiler - VIEWPOINT - BELGRANO","Departamento","Alquiler",-34.5621876,-58.4430869
"202006","CABA","Comuna 13",3,55,50,24000,"ARS","VIDAL AL 2900 ALQUILER DE DEPARTAMENTO","Departamento","Alquiler",-34.5565552,-58.4671473
"202006","CABA","Comuna 1",3,65,60,30000,"ARS","Libertad 1200 - Muy buen 3 Amb c Balcon y Cochera - Recoleta","Departamento","Alquiler",-34.594573,-58.3845403
"202006","CABA","Comuna 2",3,62,58,30000,"ARS","Departamento de 3 ambientes en alquiler Recoleta","Departamento","Alquiler",-34.5902697,-58.3940048
"202006","CABA","Comuna 2",3,64,64,30000,"ARS","Departamento - Recoleta","Departamento","Alquiler",-34.5900338,-58.3942868
"202006","CABA","Comuna 3",3,48,48,17000,"ARS","Excelente 3 ambientes en Alquiler. Todos los medios de Locomoción","Departamento","Alquiler",-34.6123767,-58.406846
"202006","CABA","Comuna 15",3,67,57,28000,"ARS","Departamento de 3 ambientes en Alquiler en Caballito","Departamento","Alquiler",-34.6033356135,-58.4340567019
"202006","CABA","Comuna 6",3,62,58,23500,"ARS","Alquiler 3 ambientes Caballito","Departamento","Alquiler",-34.627129,-58.4366869
"202006","CABA","Comuna 1",3,78,78,35000,"ARS","Excelente depto de 3 ambientes amueblado, alquiler temp. Recoleta","Departamento","Alquiler",-34.5955285,-58.3844941
"202006","GBA","San Fernando",3,87,87,50000,"ARS","QUARTIER LOMAS DE LA HORQUETA 100","Departamento","Alquiler",-34.48239891,-58.58914375
"202006","CABA","Comuna 5",3,65,60,26000,"ARS","ALQUILER - 3 AMBIENTES EN VILLA CRESPO","Departamento","Alquiler",-34.6032696971,-58.4318871655
"202006","GBA","Lomas de Zamora",3,63,61,28000,"ARS","Departamento - Banfield Oeste","Departamento","Alquiler",-34.7363692,-58.3991401
"202006","CABA","Comuna 1",3,60,60,48000,"ARS","Se alquila departamento 3 ambientes apto profesional - centro - todo incluido","Departamento","Alquiler",-34.6010621671,-58.3752071302
"202006","CABA","Comuna 9",4,160,100,30000,"ARS","RECICLADO CON PATIO 160 mts","PH","Alquiler",-34.6511483,-58.5079628
"202006","CABA","Comuna 14",4,151,123,89000,"ARS","Precio Paquete - Excelente 4 amb. con dependencia y cochera.","Departamento","Alquiler",-34.5670759,-58.433211
"202006","CABA","Comuna 10",4,108,108,22000,"ARS","Dto de 4 ambientes muy luminoso  APTO SEGURO DE CAUSION","Departamento","Alquiler",-34.6282398788,-58.4797492207
"202006","CABA","Comuna 14",4,146,131,90000,"ARS","Zapata 450 - Divino Departamento Al Frente 4 Ambientes con Dependencia, Cocina - Comedor Diario - Lavadero - Cochera y Baulera - Los mejores Amenities: Piscina - GYM - SUM - Solarium - Juegos para Niños - Parrilla - Seguridad 24hs","Departamento","Alquiler",-34.5728314,-58.4422837
"202006","CABA","Comuna 15",4,84,76,33000,"ARS","Departamento de 4 ambientes en Alquiler en Villa crespo","Departamento","Alquiler",-34.5997547532,-58.4340367057
"202006","GBA","Vicente López",4,87,75,33000,"ARS","IMPECABLE DEPTO 4 AMB CON COCHERA EN ALQUILER EN OLIVOS","Departamento","Alquiler",-34.5105515,-58.4963913
"202006","GBA","Vicente López",4,87,75,30000,"ARS","IMPECABLE DEPTO 4 AMB EN ALQUILER EN OLIVOS","Departamento","Alquiler",-34.5105515,-58.4963913
"202006","CABA","Comuna 7",5,200,130,45000,"ARS","Pedernera 100 - PH u Oficina - 5 ambientes con terraza propia","PH","Alquiler",-34.6307259,-58.4635756
"202006","CABA","Comuna 14",5,70,70,39500,"ARS","Depto.tipo casa de 5 ambientes en Alquiler en Palermo","PH","Alquiler",-34.5866841163,-58.4224552173
"202006","GBA","San Vicente",5,235,235,40000,"ARS","Casa - El Lauquen","Casa","Alquiler",-34.9331055,-58.4865435
"202006","CABA","Comuna 14",5,146,131,90000,"ARS","Zapata 450 - Divino Departamento Al Frente 5 Ambientes, Cocina - Comedor Diario - Lavadero - Cochera y Baulera - Los mejores Amenities: Piscina - GYM - SUM - Solarium - Juegos para Niños - Parrilla - Seguridad 24hs","Departamento","Alquiler",-34.5728314,-58.4422837
"202006","CABA","Comuna 14",8,360,360,1300000,"USD","VENTA regio piso bajo 360 m2 con vista a parques muy luminoso 4 dormit 1 cochera y seg. 24 hs","Departamento","Venta",-34.5821848,-58.4015403
"202006","CABA","Comuna 1",8,525,345,1200000,"USD","EXCEPCIONAL PROPIEDAD !!! CON TERRAZA ÚNICA Y QUINCHO","Departamento","Venta",-34.5954928576,-58.378742064
"202006","CABA","Comuna 14",1,28,26,76400,"USD","Oportunidad! Monoambiente a estrenar en Palermo Hollywood.","Departamento","Venta",-34.581806,-58.4301343
"202006","CABA","Comuna 14",1,48,42,115000,"USD","Monoambiente Ideal Inversión con amenities!","Departamento","Venta",-34.5773764743,-58.437067417
"202006","CABA","Comuna 14",1,48,42,115000,"USD","Monoambiente Ideal Inversión con amenities!","Departamento","Venta",-34.5777462,-58.4366136
"202006","CABA","Comuna 14",1,48,42,115000,"USD","Monoambiente Ideal Inversión con amenities!","Departamento","Venta",-34.577352632,-58.4370877159
"202006","CABA","Comuna 14",1,52,42,160000,"USD","Precioso excelente propiedad para inversión !!!","Departamento","Venta",-34.5776146719,-58.4354752066
"202006","CABA","Comuna 2",1,29,29,120000,"USD","Venta Monoambiente en Recoleta","Departamento","Venta",-34.5940046,-58.3914615
"202006","CABA","Comuna 2",1,40,37,105000,"USD","Departamente 1 ambiente ,cocina separada Y balcon. Sup.: 37m2. Precio por m2.: usd 2.840.-","Departamento","Venta",-34.5949216,-58.4013038
"202006","CABA","Comuna 3",1,36,33,76500,"USD","Pje Carlos Gardel 3100 Balvanera 1amb U$76.500 Apto Prof","Departamento","Venta",-34.6034988,-58.4086938
"202006","CABA","Comuna 6",1,36,36,92500,"USD","AV. DONATO ALVAREZ 100","Departamento","Venta",-34.6250482,-58.4540571
"202006","CABA","Comuna 15",1,37,32,89000,"USD","Av Forest 600 y Av Federico Lacroze - Divino y Moderno Monoambiente Apto Profesional y Comercial - Todo Luz -  El edificio tiene SUM y Parrilla.","Departamento","Venta",-34.5859985,-58.4544363
"202006","CABA","Comuna 1",1,32,32,63000,"USD","Luminoso Monoambiente con Cocina separada.","Departamento","Venta",-34.6235239,-58.3769496
"202006","CABA","Comuna 13",1,37,32,89000,"USD","Av Forest 600 y Av Federico Lacroze - Divino y Moderno Monoambiente Apto Profesional y Comercial - Todo Luz -  El edificio tiene SUM y Parrilla.","Departamento","Venta",-34.5743883,-58.4487278
"202006","CABA","Comuna 13",2,37,34,195000,"USD","Av Libertador y Sucre 2 Ambientes 55,72 m2  Amenities Entrega Marzo 2020","PH","Venta",-34.5586533,-58.446043
"202006","CABA","Comuna 11",2,45,42,98000,"USD","VENTA - PH 2 amb. - Modesto Sanchez 1800 - Villa Gral. Mitre","PH","Venta",-34.6075065,-58.4653849
"202006","GBA","Lomas de Zamora",2,249,92,125000,"USD","Chacabuco 225 PH Interno I Banfield Este","Casa","Venta",-34.7459425082,-58.3916580612
"202006","GBA","Lomas de Zamora",2,75,50,85000,"USD","Sáenz Peña 1456 I Temperley Este","Casa","Venta",-34.7613753878,-58.3822283469
"202006","GBA","Tigre",2,52,46,101460,"USD","LANZAMIENTO DE POZO - NUEVO DESARROLLO EN EL CORAZÓN DE TIGRE","Departamento","Venta",-34.4221085586,-58.5770277642
"202006","GBA","Tigre",2,47,40,95040,"USD","BLANCO PROPIEDADES - NUEVO DESARROLLO EN EL CORAZÓN DE TIGRE","Departamento","Venta",-34.4221085586,-58.5770277642
"202006","GBA","Ezeiza",2,50,40,82000,"USD","Maipu 60 PB - Bo. Bambu Relax I Canning","Departamento","Venta",-34.86686,-58.508066
"202006","GBA","Morón",2,45,45,85000,"USD","Oportunidad!!!! Excelente departamento 2 amb en Moron en pleno centro comercial!!!","Departamento","Venta",-34.6531608,-58.6156893
"202006","GBA","Morón",2,46,44,76000,"USD","DEPARTAMENTO 2 AMBIENTES A ESTRENAR","Departamento","Venta",-34.6516581,-58.6241742
"202006","CABA","Comuna 5",2,65,53,122000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.604827,-58.41904
"202006","CABA","Comuna 2",2,56,56,138000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.5984570024,-58.4151790385
"202006","CABA","Comuna 5",2,40,40,100000,"USD","Almagro - Venta 2 amb - full amenities - Cochera opcional","Departamento","Venta",-34.6027525,-58.4269219
"202006","CABA","Comuna 5",2,51,47,177957,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.6033231,-58.4183102
"202006","CABA","Comuna 5",2,48,44,150000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.6056192583,-58.4303578768
"202006","CABA","Comuna 5",2,43,43,108000,"USD","Almagro - Venta 2 amb  - vista panorámica -  full amenities - Baulera y cochera opcional","Departamento","Venta",-34.6026324,-58.428399
"202006","CABA","Comuna 14",2,42,42,130000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.5957852,-58.4249797
"202006","CABA","Comuna 5",2,53,46,189221,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.60381,-58.41797
"202006","CABA","Comuna 3",2,72,72,69900,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.607155139,-58.4118100335
"202006","CABA","Comuna 14",2,35,35,87000,"USD","Departamento en Venta Almagro, Rocamora al 4200","Departamento","Venta",-34.5991675,-58.4235735
"202006","CABA","Comuna 3",2,26,26,65000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.613313,-58.4040257
"202006","CABA","Comuna 5",2,44,44,139000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-34.6032618,-58.4140878
"202006","CABA","Comuna 2",2,56,56,138000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5984570024,-58.4151790385
"202006","CABA","Comuna 14",2,52,47,203750,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5880071,-58.4201224
"202006","CABA","Comuna 14",2,76,46,242700,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5880071,-58.4201224
"202006","CABA","Comuna 14",2,52,47,207000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5880071,-58.4201224
"202006","CABA","Comuna 14",2,56,56,110000,"USD","OPORTUNIDAD - Amplio 2 Amb. con Amenities en Palermo Hollywood","Departamento","Venta",-34.5876145,-58.4397797
"202006","CABA","Comuna 14",2,62,52,150000,"USD","Excelente 2 amb - Pleno Plaermo + opción de cochera fija","Departamento","Venta",-34.5856620719,-58.4234847106
"202006","CABA","Comuna 14",2,40,40,98000,"USD","SOLER GENERAL MIGUEL ESTANISLAO 3600","Departamento","Venta",-34.5933619,-58.4150707
"202006","CABA","Comuna 14",2,45,40,142000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5900386653,-58.4319015652
"202006","CABA","Comuna 14",2,62,52,150000,"USD","Excelente 2 amb - Pleno Plaermo + opción de cochera fija","Departamento","Venta",-34.5857265601,-58.4236552132
"202006","CABA","Comuna 15",2,52,46,158500,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5933706,-58.4422322
"202006","CABA","Comuna 14",2,42,42,85000,"USD","Departamento de 2 ambientes en Venta en Palermo soho","Departamento","Venta",-34.5949286492,-58.4232193831
"202006","CABA","Comuna 14",2,77,40,145000,"USD","Departamento - Palermo Hollywood","Departamento","Venta",-34.5797648,-58.4358085
"202006","CABA","Comuna 14",2,50,45,135000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5880085822,-58.42012602
"202006","CABA","Comuna 14",2,33,33,95000,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-34.5938126478,-58.4287258448
"202006","CABA","Comuna 14",2,62,52,150000,"USD","Excelente 2 amb - Pleno Plaermo + opción de cochera fija","Departamento","Venta",-34.5856797375,-58.4235061682
"202006","CABA","Comuna 13",2,56,48,310000,"USD","U$S 310.000 - 2 amb en suite con cochera - Arcos 2600 - Mirabilia Belgrano","Departamento","Venta",-34.555664268,-58.4573250466
"202006","CABA","Comuna 10",2,47,47,75000,"USD","Departamento de 2 ambientes en Venta en Floresta","Departamento","Venta",-34.6353246856,-58.4864421463
"202006","CABA","Comuna 15",2,43,37,67000,"USD","Departamento de 2 ambientes en Venta en Paternal","Departamento","Venta",-34.5938938763,-58.4662313124
"202006","CABA","Comuna 1",2,65,65,170000,"USD","VENTA DUPLEX piso bajo en excelente estado USD 170.000, sin cochera","Departamento","Venta",-34.5928853,-58.3876278
"202006","CABA","Comuna 3",2,43,40,74000,"USD","Departamento en Venta Balvanera, Av. Belgrano al 2600","Departamento","Venta",-34.614715,-58.4029135
"202006","CABA","Comuna 2",2,41,39,89900,"USD","Ecuador 900 Balvanera 2amb U$89.900","Departamento","Venta",-34.5995719,-58.4063838
"202006","CABA","Comuna 3",2,42,42,97000,"USD","Departamento de 2 ambientes en Venta en Balvanera","Departamento","Venta",-34.609836,-58.395567
"202006","CABA","Comuna 6",2,50,47,135000,"USD","Departamento de 2 ambientes en Venta en Caballito","Departamento","Venta",-34.6093076981,-58.4431194061
"202006","CABA","Comuna 6",2,44,44,100000,"USD","Excelente 2 ambientes en Caballito","Departamento","Venta",-34.6177287,-58.4387112
"202006","CABA","Comuna 6",2,33,33,129000,"USD","Departamento de 2 ambientes en Venta en Caballito","Departamento","Venta",-34.6093076981,-58.4431194061
"202006","CABA","Comuna 6",2,55,39,95001,"USD","Departamento de 2 ambientes en Venta en Caballito","Departamento","Venta",-34.607559,-58.437996
"202006","CABA","Comuna 6",2,55,39,95000,"USD","Departamento de 2 ambientes en Venta en Cid campeador","Departamento","Venta",-34.607559,-58.437996
"202006","CABA","Comuna 6",2,63,52,138800,"USD","AZCUY :BEST PLACE TO LIVE. DONNA Vita - Oportunidad - Sólo para inversores con pago 100% anticipado. 2 ambientes en suite al frente. Caballito","Departamento","Venta",-34.6280112,-58.4351927
"202006","CABA","Comuna 9",2,38,38,76000,"USD","Departamento - Mataderos","Departamento","Venta",-34.6600786,-58.5031222
"202006","CABA","Comuna 1",2,43,40,158000,"USD","VENTA 2 AMBIENTES c/COCHERA en QUARTIER SAN TELMO","Departamento","Venta",-34.6245877,-58.3753672
"202006","GBA","San Isidro",2,42,38,128000,"USD","Departamento - S.Isi.-Vias/Rolon","Departamento","Venta",-34.4736011,-58.5219376
"202006","CABA","Comuna 1",2,45,45,125000,"USD","Departamento en Venta Retiro, Tucuman al 1400","Departamento","Venta",-34.601551,-58.3851921
"202006","CABA","Comuna 14",2,60,60,190000,"USD","VENTA SEMIPISO 2 AMB. AL FRENTE AV.DEL LIBERTADOR 4700 2º PALERMO","Departamento","Venta",-34.5668637065,-58.4319819487
"202006","CABA","Comuna 10",2,60,53,127000,"USD","Cervantes 1500","Departamento","Venta",-34.625209,-58.5049555
"202006","CABA","Comuna 1",2,34,34,72000,"USD","EXCELENTE DEPARTAMENTO DE 2 AMBIENTES EN SAN NICOLAS","Departamento","Venta",-34.6035288,-58.3767695
"202006","CABA","Comuna 15",2,40,36,72877,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5985289492,-58.4485090173
"202006","CABA","Comuna 15",2,51,46,147500,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5934642,-58.4421207
"202006","CABA","Comuna 15",2,40,36,69322,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5985289492,-58.4485090173
"202006","CABA","Comuna 15",2,47,44,105000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5960533482,-58.4413842133
"202006","CABA","Comuna 15",2,39,36,107948,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5972556,-58.4454984
"202006","CABA","Comuna 15",2,40,36,76432,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5985289492,-58.4485090173
"202006","CABA","Comuna 15",2,52,46,155000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5933706,-58.4422322
"202006","CABA","Comuna 15",2,39,39,74999,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5973853,-58.4475066
"202006","CABA","Comuna 6",2,46,42,96000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.606995651,-58.459977842
"202006","CABA","Comuna 15",2,44,41,110000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.594904,-58.441829
"202006","CABA","Comuna 15",2,89,61,175428,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5985289492,-58.4485090173
"202006","CABA","Comuna 15",2,36,36,95000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.6026569175,-58.4337832025
"202006","CABA","Comuna 15",2,38,35,104573,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5972556,-58.4454984
"202006","CABA","Comuna 15",2,66,54,125000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.6008673348,-58.4346996174
"202006","CABA","Comuna 15",2,45,45,83000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.5944893935,-58.4422684269
"202006","CABA","Comuna 15",2,37,37,79999,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-34.601207603,-58.4336412821
"202006","GBA","Lomas de Zamora",2,45,31,77000,"USD","Arenales 1852 PB 27 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,30,30,76800,"USD","Arenales 1852 PB 25 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,45,42,115000,"USD","Sarmiento 151 18° D I Lomas de Zamora Oeste","Departamento","Venta",-34.7619834898,-58.4045009592
"202006","GBA","Lomas de Zamora",2,65,48,115000,"USD","Vergara 1357 TN 2° C I Banfield","Departamento","Venta",-34.7449151,-58.3947321224
"202006","GBA","Lomas de Zamora",2,46,46,115000,"USD","Departamento 2 ambientes con cochera  en Las Lomitas","Departamento","Venta",-34.762844,-58.4020401
"202006","GBA","Lomas de Zamora",2,30,30,68000,"USD","Arenales 1852 1° 35 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,48,44,85000,"USD","Alte. Brown 2452 5° B I Lomas de Zamora","Departamento","Venta",-34.7653680969,-58.3963751892
"202006","GBA","Lomas de Zamora",2,39,37,85000,"USD","Alte. Brown 2973 I Temperley Este","Departamento","Venta",-34.7719612885,-58.3955705265
"202006","GBA","Lomas de Zamora",2,56,32,87000,"USD","Arenales 1852 2° 54 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,41,31,75300,"USD","Arenales 1852 PB 26 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,29,29,69500,"USD","Arenales 1852 1° 37 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,42,31,74800,"USD","Arenales 1852 PB 24 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,31,31,69500,"USD","Arenales 1852 1° 36 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,50,46,100000,"USD","Vergara 1439 I Banfield","Departamento","Venta",-34.7438883,-58.3945357477
"202006","GBA","Lomas de Zamora",2,29,29,66000,"USD","Arenales 1852 1° 42 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,46,44,85000,"USD","Alsina1742 10° B I Lomas de Zamora","Departamento","Venta",-34.7569990857,-58.3955456673
"202006","GBA","Lomas de Zamora",2,59,33,88000,"USD","Arenales 1852 2° 49 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,23,23,64000,"USD","Arenales 1852 1° 41 I  Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,25,25,64000,"USD","Arenales 1800 I Banfield - Departamento","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,56,35,93000,"USD","Arenales 1852 2° 47 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lanús",2,53,50,50000,"USD","Carlos Croce 2052 1° 7 I Banfield Oeste","Departamento","Venta",-34.7347437131,-58.4046042064
"202006","GBA","Lomas de Zamora",2,52,36,96000,"USD","Arenales 1852 2° 44 I  Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,35,33,71600,"USD","Arenales 1852 1° 34 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,61,35,93500,"USD","Fonrouge 450 2° 35 I Lomas de Zamora","Departamento","Venta",-34.7605650429,-58.3913072551
"202006","GBA","Lomas de Zamora",2,63,33,88000,"USD","Rincon 540 PB 12 I Banfield Este","Departamento","Venta",-34.7416355204,-58.3877036714
"202006","GBA","Lomas de Zamora",2,70,42,115000,"USD","Manuel Castro 1852 2° D  I Banfield Oeste","Departamento","Venta",-34.7368313265,-58.3992898571
"202006","GBA","Lomas de Zamora",2,56,31,83000,"USD","Arenales 1852 PB 31 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,66,35,94000,"USD","Arenales 1852 2° 48 I Banfield Este","Departamento","Venta",-34.7399965061,-58.3866833061
"202006","GBA","Lomas de Zamora",2,61,35,93000,"USD","Fonrouge 450  2° 34 I Lomas de Zamora","Departamento","Venta",-34.7605650429,-58.3913072551
"202006","CABA","Comuna 6",2,55,39,95000,"USD","Departamento de 2 ambientes en Venta en Parque centenario","Departamento","Venta",-34.607559,-58.437996
"202006","CABA","Comuna 6",2,46,42,96000,"USD","Departamento de 2 ambientes en Venta en Villa gral.mitre","Departamento","Venta",-34.606995651,-58.459977842
"202006","CABA","Comuna 3",3,65,65,155000,"USD","Depto.tipo casa de 3 ambientes en Venta en Abasto","PH","Venta",-34.60063,-58.4101
"202006","CABA","Comuna 14",3,60,50,150000,"USD","Hermoso departamento PH de tres ambientes con patio en venta Palermo","PH","Venta",-34.5783128412,-58.433666376
"202006","CABA","Comuna 14",3,60,50,150000,"USD","Hermoso departamento PH de tres ambientes con patio en venta Palermo","PH","Venta",-34.5783131931,-58.433591157
"202006","CABA","Comuna 6",3,51,51,120000,"USD","Depto.tipo casa de 3 ambientes en Venta en Caballito","PH","Venta",-34.6150845636,-58.44007359
"202006","GBA","San Isidro",3,140,123,275000,"USD","Hermoso PH en Venta en San Isidro","PH","Venta",-34.4676270458,-58.5126349631
"202006","CABA","Comuna 3",3,65,65,160000,"USD","Depto.tipo casa de 3 ambientes en Venta en Barrio norte","PH","Venta",-34.6002759572,-58.4100043223
"202006","CABA","Comuna 3",3,65,65,168000,"USD","Depto.tipo casa de 3 ambientes en Venta en Barrio norte","PH","Venta",-34.6002759572,-58.4100043223
"202006","CABA","Comuna 15",3,81,81,159000,"USD","Depto.tipo casa de 3 ambientes en Venta en Villa crespo","PH","Venta",-34.601211464,-58.4485274117
"202006","CABA","Comuna 15",3,85,85,240000,"USD","Depto.tipo casa de 3 ambientes en Venta en Villa crespo","PH","Venta",-34.6001771221,-58.4456301801
"202006","GBA","Vicente López",3,104,104,279000,"USD","Venta - Laprida Francisco Narciso 746 1°","PH","Venta",-34.5319248,-58.4696286
"202006","CABA","Comuna 11",3,187,152,190000,"USD","Juan B. Justo y Argerich: PH al frente con entrada indep. Espacio aereo propio","PH","Venta",-34.6194819348,-58.4776147197
"202006","GBA","Lomas de Zamora",3,200,110,110000,"USD","Monseñor Schell 1657 I Banfield Este","Casa","Venta",-34.7495314286,-58.373347
"202006","GBA","Lomas de Zamora",3,106,90,195000,"USD","Rodríguez Peña 1036 - Duplex I Banfield Oeste","Casa","Venta",-34.7401305,-58.4091546667
"202006","GBA","General San Martín",3,200,160,80000,"USD","Casa de 3 ambientes + Departamento de 2 ambientes","Casa","Venta",-34.5607757,-58.5712072
"202006","CABA","Comuna 3",3,91,86,115000,"USD","Oportunidad - Amplio 3 Ambientes. c/dependencia frente a Plaza Miserere","Departamento","Venta",-34.61042,-58.4082908
"202006","GBA","Tigre",3,107,75,179000,"USD","DEPARTAMENTO DE 3 AMBIENTES CON JARDIN EN VENTA EN HOMES 3, EL PALMAR-NORDELTA!","Departamento","Venta",-34.4246993,-58.658299
"202006","GBA","Tigre",3,107,75,179000,"USD","DEPARTAMENTO DE 3 AMBIENTES CON JARDIN EN VENTA EN HOMES 3, EL PALMAR-NORDELTA!","Departamento","Venta",-34.4271729,-58.6570799
"202006","GBA","Tigre",3,104,94,187000,"USD","IMPECABLE DUPLEX EN CHATEAU DEL PALMAR II","Departamento","Venta",-34.4246993,-58.658299
"202006","CABA","Comuna 5",3,74,67,135000,"USD","PISO 15 // 3 AMB DE 74M2","Departamento","Venta",-34.600588,-58.4214735
"202006","CABA","Comuna 2",3,83,80,240001,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.598362,-58.415341
"202006","CABA","Comuna 5",3,69,69,175000,"USD","Almagro - Venta 3 amb  - vista panorámica -  full amenities - Baulera y cochera opcional","Departamento","Venta",-34.6026324,-58.428399
"202006","CABA","Comuna 5",3,77,67,235500,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.60662,-58.4304928
"202006","CABA","Comuna 2",3,99,99,240001,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.5979343,-58.4158336
"202006","CABA","Comuna 5",3,102,78,195000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.6029420834,-58.4314348643
"202006","CABA","Comuna 2",3,93,85,252000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.59886108,-58.407373074
"202006","CABA","Comuna 15",3,73,65,190000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.6006963,-58.4298039
"202006","CABA","Comuna 5",3,115,105,300000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-34.6026087,-58.4241996
"202006","CABA","Comuna 15",3,73,68,205000,"USD","Departamento de 3 ambientes en Venta en Almagro norte","Departamento","Venta",-34.6032193,-58.4327709
"202006","CABA","Comuna 5",3,72,66,170211,"USD","Departamento - Almagro","Departamento","Venta",-34.6154445,-58.4244381
